5/25/2016,10:50 AM,PTR Chores,PTR-IHC Smartsheet,20160408_100_XZ,0.25
5/25/2016,11:10 AM,PTR Chores,PTR-IHC Smartsheet,20160408_101_XZ,0.25
5/25/2016,10:15 AM,PTR Chores,PTR-IHC Smartsheet,20160506_100_20X_JC,0.25
5/25/2016,10:27 AM,PTR Chores,PTR-IHC Smartsheet,20160506_100_63X_1_JC,0.25
5/25/2016,10:39 AM,PTR Chores,PTR-IHC Smartsheet,20160506_100_63X_2_JC,0.25
5/24/2016,8:20 AM,PTR Chores,email; calendar,,0.25
5/24/2016,10:00 AM,PTR Chores,TM6 training,,0.25
5/25/2016,8:40 AM,PTR Chores,email; calendar,,0.5
5/25/2016,9:45 AM,PTR Chores,TM6 training,,0.25
5/25/2016,4:39 PM,PTR Chores,chargebacks,,0.25
5/26/2016,9:45 AM,PTR Chores,email; calendar,,0.5
5/26/2016,4:30 PM,PTR Chores,TM6 training,,0.25
5/26/2016,4:50 PM,PTR Chores,daily log,,0.25
5/27/2016,8:50 AM,PTR Chores,email; calendar,,0.25
5/27/2016,9:39 AM,PTR Chores,TM6 training,,0.5
5/27/2016,12:04 PM,PTR Chores,human resources contact re: update personal info,,0.25
5/31/2016,8:40 AM,PTR Chores,email; calendar,,0.25
6/1/2016,9:20 AM,PTR Chores,email; calendar,,0.25
6/1/2016,10:10 AM,PTR Chores,TM6 training,,0.5
6/1/2016,2:48 PM,PTR Chores,chargebacks - update daily log,,0.5
6/10/2016,8:00 AM,PTR Chores,email; calendar,,1.5
6/13/2016,8:55 AM,PTR Chores,email; calendar,,0.25
6/13/2016,9:20 AM,PTR Chores,TM6 training,,2.5
6/14/2016,9:00 AM,PTR Chores,email; calendar,,0
6/14/2016,10:05 AM,PTR Chores,TM6 training,,0.25
6/15/2016,8:45 AM,PTR Chores,email; calendar,,0.25
6/15/2016,9:40 AM,PTR Chores,TM6 training,,0.75
6/15/2016,11:15 AM,PTR Chores,misc,,0.5
6/15/2016,12:40 PM,PTR Chores,chargebacks,,0.75
6/16/2016,9:50 AM,PTR Chores,email; calendar,,0.25
6/16/2016,10:15 AM,PTR Chores,TM6 practice,,0.75
6/17/2016,8:35 AM,PTR Chores,email; calendar,,0.5
6/20/2016,9:55 AM,PTR Chores,email; calendar,,0.25
6/20/2016,10:30 AM,PTR Chores,chargebacks,,12.5
5/24/2016,9:00 AM,Reiser Lab The Box,sort,,1
5/24/2016,11:50 AM,Reiser Lab The Box,analysis,,0.5
5/24/2016,12:45 PM,Reiser Lab The Box,analysis,,1.25
5/24/2016,2:40 PM,Reiser Lab The Box,protocol 5.35-34,,2.5
5/25/2016,12:35 PM,Reiser Lab The Box,test protocol & update documentation,,1
5/26/2016,10:55 AM,Reiser Lab The Box,clear parents,,0.25
5/26/2016,12:00 PM,Reiser Lab The Box,start experiment,,2.5
5/27/2016,10:06 AM,Reiser Lab The Box,copy analysis to tier2,,0.25
5/27/2016,11:10 AM,Reiser Lab The Box,analysis - track movies; avi extract,,0
5/27/2016,11:33 AM,Reiser Lab The Box,analysis - avi to sbfmf conversion,,0
5/27/2016,12:26 PM,Reiser Lab The Box,analysis - fotrak,,0
5/27/2016,1:40 PM,Reiser Lab The Box,analysis - fotrak queue is jammed,,0.25
5/31/2016,8:50 AM,Reiser Lab The Box,analysis - back out completely & restart,,0.75
5/31/2016,9:36 AM,Reiser Lab The Box,analysis - complete box-analysis,,0.5
5/31/2016,10:15 AM,Reiser Lab The Box,sort,,0.75
5/31/2016,11:10 AM,Reiser Lab The Box,sort,,0.25
6/1/2016,3:47 PM,Reiser Lab The Box,comparison summary,,1.25
6/10/2016,9:35 AM,Reiser Lab The Box,comparison summary,,1.5
6/10/2016,12:30 PM,Reiser Lab The Box,comparison summary,,0.5
6/13/2016,12:15 PM,Reiser Lab The Box,box-analysis - redo prot536 analysis,,0.75
6/13/2016,1:45 PM,Reiser Lab The Box,crosses,,1
6/14/2016,11:20 AM,Reiser Lab The Box,comparison summary,,0.25
6/14/2016,12:00 PM,Reiser Lab The Box,comparison summary,,1.75
6/14/2016,2:40 PM,Reiser Lab The Box,comparison summary,,0.25
6/15/2016,1:30 PM,Reiser Lab The Box,fix comparison summary titles;  move my exps to separate folder; discuss plots w/ Austin,,2
6/15/2016,4:30 PM,Reiser Lab The Box,sort out which experiments used which protocol,,0.25
6/16/2016,10:00 AM,Reiser Lab The Box,vacation planning; copy exps from 5/12 to my folder,,0.25
6/16/2016,2:30 PM,Reiser Lab The Box,analysis for remaining experiments,,2.75
6/17/2016,12:35 PM,Reiser Lab The Box,create Prot536_analysis.m,,0.5
6/17/2016,2:00 PM,Reiser Lab The Box,Prot536_analysis; 20160505 experiments,,2.5
5/24/2016,10:10 AM,RS - PostProcess,verify orientation of brains,20160324_100_RS,0
5/24/2016,11:35 AM,RS - PostProcess,verify orientation of VNCs,20160324_100_RS,0
6/14/2016,10:20 AM,RS - PostProcess,recount negatives,20160324_100_RS,0.5
5/24/2016,10:15 AM,RS - PostProcess,verify orientation of brains,20160324_101_RS,0
5/24/2016,11:40 AM,RS - PostProcess,verify orientation of VNCs,20160324_101_RS,0
5/24/2016,10:20 AM,RS - PostProcess,verify orientation of brains,20160331_100_RS,0
5/24/2016,11:45 AM,RS - PostProcess,verify orientation of VNCs,20160331_100_RS,0
6/15/2016,8:30 AM,RS - PostProcess,PTR; HD; MIPs; Confocal Tbls; QC,20160518_100_RS,0.25
6/15/2016,10:50 AM,RS - PostProcess,slide map,20160518_100_RS,0.5
5/26/2016,2:30 PM,RS - PostProcess,reviewing charges,,1.75
6/14/2016,9:05 AM,RS - Setup,coord map,20160518_100_RS,0.75
6/14/2016,3:10 PM,RS - Setup,confocal,20160518_100_RS,2.5
6/14/2016,8:00 AM,SH  - PostProcess,copy; zen error; stopped after 22 lsms,20160527_101_SH,1
6/14/2016,3:00 PM,SH  - PostProcess,copy MIPs & slidemap to Public,20160527_101_SH,0.25
6/13/2016,2:45 PM,SH  - Setup,coord map,20160527_101_SH,0.25
6/13/2016,3:00 PM,SH  - Setup,confocal,20160527_101_SH,2.75
6/15/2016,8:15 AM,SH - PostProcess,HD; Confocal Tbls,20160527_101_SH,0.25
6/20/2016,7:30 AM,SH - PostProcess,remove; copy; MIPs; slidemap; confocal tbls; stats,20160527_101_SH,2.25
6/19/2016,2:30 PM,SH - Setup,prep,20160527_101_SH,0.5
6/19/2016,3:30 PM,SH - Setup,imaging; reboot; test using MT for manual settings; control images for Cy exps.,20160527_101_SH,4.5
5/24/2016,10:27 AM,XZ - PostProcess,verify interpolation parameters for 4/26/16 images,20160408_100_XZ,0.75
5/25/2016,3:20 PM,XZ - PostProcess,sorting out various runs; tying up loose ends,20160408_100_XZ,0.5
5/24/2016,11:15 AM,XZ - PostProcess,verify interpolation parameters for 4/26/16 images,20160408_101_XZ,0.25
5/25/2016,3:55 PM,XZ - PostProcess,sorting out various runs; tying up loose ends,20160408_101_XZ,0.5
6/1/2016,10:50 AM,YS - PostProcess,update confocal tables,20160509_YS,0
5/27/2016,12:30 PM,YS - PostProcess,problems with tier2 access,20160524_YS,0.25
5/27/2016,12:48 PM,YS - PostProcess,create possible slide map format,20160524_YS,0.75
6/1/2016,10:55 AM,YS - PostProcess,update confocal tables,20160524_YS,0
5/31/2016,1:30 PM,YS - PostProcess,QC,20160531_YS,0.5
6/1/2016,11:00 AM,YS - PostProcess,update confocal tables,20160531_YS,0
6/1/2016,11:05 AM,YS - PostProcess,copy to HD; public,20160531_YS,0.25
6/10/2016,5:45 PM,YS - PostProcess,copy,20160603_100_YS,0
5/24/2016,5:10 PM,YS - Setup,,20160524_YS,0.75
5/31/2016,12:00 PM,YS - Setup,,20160531_YS,1.5
6/16/2016,12:40 PM,YS - Setup,prep & image,20160616_100_YS,1.75
